year,count
"2008","1"
"2009","3"
"2010","15"
"2011","22"
"2012","46"
"2013","145"
"2014","272"
"2015","340"
"2016","420"
"2017","507"
"2018","536"
"2019","536"
"2020","796"
"2021","782"
