year,count
"2008","38"
"2009","306"
"2010","672"
"2011","1687"
"2012","2959"
"2013","4368"
"2014","5735"
"2015","7901"
"2016","10327"
"2017","11658"
"2018","10968"
"2019","10308"
"2020","12610"
"2021","12589"
