year,count
"2008","12"
"2009","160"
"2010","522"
"2011","1201"
"2012","2357"
"2013","4394"
"2014","5829"
"2015","7105"
"2016","9209"
"2017","11757"
"2018","11772"
"2019","12675"
"2020","15666"
"2021","14223"
