year,count
"2008","295"
"2009","3898"
"2010","8377"
"2011","12820"
"2012","16394"
"2013","20393"
"2014","21033"
"2015","22795"
"2016","23266"
"2017","25872"
"2018","26807"
"2019","28363"
"2020","35301"
"2021","34648"
