year,count
"2008","11"
"2009","67"
"2010","112"
"2011","258"
"2012","535"
"2013","1215"
"2014","1291"
"2015","1291"
"2016","1398"
"2017","1633"
"2018","1542"
"2019","1933"
"2020","3517"
"2021","2829"
